type,name,location,description,tags,image_url
hotel,Jharlang,,,,"datasets/project_imgfold/project_images\Jharlang\download (1).jpeg,datasets/project_imgfold/project_images\Jharlang\download (2).jpeg,datasets/project_imgfold/project_images\Jharlang\download (3).jpeg,datasets/project_imgfold/project_images\Jharlang\download (4).jpeg,datasets/project_imgfold/project_images\Jharlang\download (5).jpeg,datasets/project_imgfold/project_images\Jharlang\download.jpeg"
hotel,Jholunge Pul Chisang,,,,"datasets/project_imgfold/project_images\Jholunge Pul Chisang\download (1).jpeg,datasets/project_imgfold/project_images\Jholunge Pul Chisang\download (2).jpeg,datasets/project_imgfold/project_images\Jholunge Pul Chisang\download (3).jpeg,datasets/project_imgfold/project_images\Jholunge Pul Chisang\download (5).jpeg,datasets/project_imgfold/project_images\Jholunge Pul Chisang\download.jpeg"
hotel,Jhula,,,,"datasets/project_imgfold/project_images\Jhula\download (1).jpeg,datasets/project_imgfold/project_images\Jhula\download (2).jpeg,datasets/project_imgfold/project_images\Jhula\download (3).jpeg,datasets/project_imgfold/project_images\Jhula\download (5).jpeg,datasets/project_imgfold/project_images\Jhula\download.jpeg"
hotel,Jhulaghat Small Temples,,,,"datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.1.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.10.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.2.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.3.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.4.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.5.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.6.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.7.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.8.jpeg,datasets/project_imgfold/project_images\Jhulaghat Small Temples\Jhulaghat Small Temples 1.9.jpeg"
hotel,Jhumka,,,,"datasets/project_imgfold/project_images\Jhumka\download (1).jpeg,datasets/project_imgfold/project_images\Jhumka\download (2).jpeg,datasets/project_imgfold/project_images\Jhumka\download (3).jpeg,datasets/project_imgfold/project_images\Jhumka\download (4).jpeg,datasets/project_imgfold/project_images\Jhumka\download.jpeg"
hotel,Jhyaku,,,,"datasets/project_imgfold/project_images\Jhyaku\download (1).jpeg,datasets/project_imgfold/project_images\Jhyaku\download (2).jpeg,datasets/project_imgfold/project_images\Jhyaku\download (3).jpeg,datasets/project_imgfold/project_images\Jhyaku\download (4).jpeg,datasets/project_imgfold/project_images\Jhyaku\download.jpeg"
hotel,Jhyau pokhari,,,,"datasets/project_imgfold/project_images\Jhyau pokhari\download (1).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (2).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (3).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (4).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (5).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (6).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (7).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (8).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download (9).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari\download.jpeg"
hotel,Jhyau pokhari Panchthar,,,,"datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (1).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (10).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (2).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (3).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (4).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (5).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download (6).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\download.jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\images (1).jpeg,datasets/project_imgfold/project_images\Jhyau pokhari Panchthar\images.jpeg"
hotel,Jibjibe,,,,"datasets/project_imgfold/project_images\Jibjibe\download (1).jpeg,datasets/project_imgfold/project_images\Jibjibe\download (2).jpeg,datasets/project_imgfold/project_images\Jibjibe\download (3).jpeg,datasets/project_imgfold/project_images\Jibjibe\download (4).jpeg,datasets/project_imgfold/project_images\Jibjibe\download.jpeg"
hotel,Jiri,,,,"datasets/project_imgfold/project_images\Jiri\download (1).jpeg,datasets/project_imgfold/project_images\Jiri\download (2).jpeg,datasets/project_imgfold/project_images\Jiri\download (3).jpeg,datasets/project_imgfold/project_images\Jiri\download (4).jpeg,datasets/project_imgfold/project_images\Jiri\download.jpeg"
hotel,Jogidanda,,,,"datasets/project_imgfold/project_images\Jogidanda\download (1).jpeg,datasets/project_imgfold/project_images\Jogidanda\download (2).jpeg,datasets/project_imgfold/project_images\Jogidanda\download (3).jpeg,datasets/project_imgfold/project_images\Jogidanda\download (4).jpeg,datasets/project_imgfold/project_images\Jogidanda\download.jpeg"
hotel,Jogmai,,,,"datasets/project_imgfold/project_images\Jogmai\download (1).jpeg,datasets/project_imgfold/project_images\Jogmai\download (2).jpeg,datasets/project_imgfold/project_images\Jogmai\download (3).jpeg,datasets/project_imgfold/project_images\Jogmai\download (5).jpeg,datasets/project_imgfold/project_images\Jogmai\download.jpeg"
hotel,Jomsom,,,,"datasets/project_imgfold/project_images\Jomsom\download (1).jpeg,datasets/project_imgfold/project_images\Jomsom\download (2).jpeg,datasets/project_imgfold/project_images\Jomsom\download (3).jpeg,datasets/project_imgfold/project_images\Jomsom\download (4).jpeg,datasets/project_imgfold/project_images\Jomsom\download.jpeg"
hotel,Judlee,,,,"datasets/project_imgfold/project_images\Judlee\download (1).jpeg,datasets/project_imgfold/project_images\Judlee\download (2).jpeg,datasets/project_imgfold/project_images\Judlee\download (3).jpeg,datasets/project_imgfold/project_images\Judlee\download (4).jpeg,datasets/project_imgfold/project_images\Judlee\download (5).jpeg,datasets/project_imgfold/project_images\Judlee\download.jpeg"
hotel,Jufai,,,,"datasets/project_imgfold/project_images\Jufai\download (1).jpeg,datasets/project_imgfold/project_images\Jufai\download (2).jpeg,datasets/project_imgfold/project_images\Jufai\download (3).jpeg,datasets/project_imgfold/project_images\Jufai\download (5).jpeg,datasets/project_imgfold/project_images\Jufai\download.jpeg"
hotel,Jumla,,,,"datasets/project_imgfold/project_images\Jumla\Jumla 1.1.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.10.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.2.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.3.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.4.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.5.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.6.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.7.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.8.jpeg,datasets/project_imgfold/project_images\Jumla\Jumla 1.9.jpeg"
hotel,Jyamdi Mandan,,,,"datasets/project_imgfold/project_images\Jyamdi Mandan\download (1).jpeg,datasets/project_imgfold/project_images\Jyamdi Mandan\download (2).jpeg,datasets/project_imgfold/project_images\Jyamdi Mandan\download (3).jpeg,datasets/project_imgfold/project_images\Jyamdi Mandan\download (4).jpeg,datasets/project_imgfold/project_images\Jyamdi Mandan\download.jpeg"
hotel,Jyamrung,,,,"datasets/project_imgfold/project_images\Jyamrung\download (1).jpeg,datasets/project_imgfold/project_images\Jyamrung\download (2).jpeg,datasets/project_imgfold/project_images\Jyamrung\download (3).jpeg,datasets/project_imgfold/project_images\Jyamrung\download (5).jpeg,datasets/project_imgfold/project_images\Jyamrung\download.jpeg"
hotel,Kabhrechaur,,,,"datasets/project_imgfold/project_images\Kabhrechaur\download (1).jpeg,datasets/project_imgfold/project_images\Kabhrechaur\download (2).jpeg,datasets/project_imgfold/project_images\Kabhrechaur\download (3).jpeg,datasets/project_imgfold/project_images\Kabhrechaur\download (5).jpeg,datasets/project_imgfold/project_images\Kabhrechaur\download.jpeg"
hotel,Kachorwa Village,,,,"datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.1.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.10.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.2.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.3.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.4.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.5.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.6.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.7.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.8.jpeg,datasets/project_imgfold/project_images\Kachorwa Village\Kachorwa Village 1.9.jpeg"
hotel,Kagbeni,,,,"datasets/project_imgfold/project_images\Kagbeni\download (1).jpeg,datasets/project_imgfold/project_images\Kagbeni\download (2).jpeg,datasets/project_imgfold/project_images\Kagbeni\download (3).jpeg,datasets/project_imgfold/project_images\Kagbeni\download (4).jpeg,datasets/project_imgfold/project_images\Kagbeni\download.jpeg"
hotel,Kahun Heritage Site,,,,"datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.1.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.10.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.2.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.3.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.4.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.5.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.6.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.7.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.8.jpeg,datasets/project_imgfold/project_images\Kahun Heritage Site\Kahun Heritage Site 1.9.jpeg"
hotel,Kailali,,,,"datasets/project_imgfold/project_images\Kailali\Kailali 1.1.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.10.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.2.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.3.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.4.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.5.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.6.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.7.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.8.jpeg,datasets/project_imgfold/project_images\Kailali\Kailali 1.9.jpeg"
hotel,Kailpal Temple,,,,"datasets/project_imgfold/project_images\Kailpal Temple\download (1).jpeg,datasets/project_imgfold/project_images\Kailpal Temple\download (2).jpeg,datasets/project_imgfold/project_images\Kailpal Temple\download (3).jpeg,datasets/project_imgfold/project_images\Kailpal Temple\download (5).jpeg,datasets/project_imgfold/project_images\Kailpal Temple\download.jpeg"
hotel,Kailpalmandu,,,,"datasets/project_imgfold/project_images\Kailpalmandu\download (1).jpeg,datasets/project_imgfold/project_images\Kailpalmandu\download (2).jpeg,datasets/project_imgfold/project_images\Kailpalmandu\download (3).jpeg,datasets/project_imgfold/project_images\Kailpalmandu\download (5).jpeg,datasets/project_imgfold/project_images\Kailpalmandu\download.jpeg"
hotel,Kakhbari,,,,"datasets/project_imgfold/project_images\Kakhbari\download (1).jpeg,datasets/project_imgfold/project_images\Kakhbari\download (2).jpeg,datasets/project_imgfold/project_images\Kakhbari\download (3).jpeg,datasets/project_imgfold/project_images\Kakhbari\download (4).jpeg,datasets/project_imgfold/project_images\Kakhbari\download.jpeg"
hotel,Kalai,,,,"datasets/project_imgfold/project_images\Kalai\download (1).jpeg,datasets/project_imgfold/project_images\Kalai\download (2).jpeg,datasets/project_imgfold/project_images\Kalai\download (3).jpeg,datasets/project_imgfold/project_images\Kalai\download (5).jpeg,datasets/project_imgfold/project_images\Kalai\download.jpeg"
hotel,Kalaiya,,,,"datasets/project_imgfold/project_images\Kalaiya\download (1).jpeg,datasets/project_imgfold/project_images\Kalaiya\download (2).jpeg,datasets/project_imgfold/project_images\Kalaiya\download (3).jpeg,datasets/project_imgfold/project_images\Kalaiya\download (4).jpeg,datasets/project_imgfold/project_images\Kalaiya\download.jpeg"
hotel,Kalanti,,,,"datasets/project_imgfold/project_images\Kalanti\download (1).jpeg,datasets/project_imgfold/project_images\Kalanti\download (2).jpeg,datasets/project_imgfold/project_images\Kalanti\download (3).jpeg,datasets/project_imgfold/project_images\Kalanti\download (4).jpeg,datasets/project_imgfold/project_images\Kalanti\download (5).jpeg,datasets/project_imgfold/project_images\Kalanti\download.jpeg"
hotel,Kalapani,,,,"datasets/project_imgfold/project_images\Kalapani\download (1).jpeg,datasets/project_imgfold/project_images\Kalapani\download (2).jpeg,datasets/project_imgfold/project_images\Kalapani\download (3).jpeg,datasets/project_imgfold/project_images\Kalapani\download (4).jpeg,datasets/project_imgfold/project_images\Kalapani\download.jpeg"
hotel,Kaleshwor Mahadev Temple,,,,"datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.1.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.2.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.3.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.4.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.5.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.6.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.7.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.8.jpeg,datasets/project_imgfold/project_images\Kaleshwor Mahadev Temple\Kaleshwor Mahadev Temple 1.9.jpeg"
hotel,Kalika (Kavre),,,,"datasets/project_imgfold/project_images\Kalika (Kavre)\download (1).jpeg,datasets/project_imgfold/project_images\Kalika (Kavre)\download (2).jpeg,datasets/project_imgfold/project_images\Kalika (Kavre)\download (3).jpeg,datasets/project_imgfold/project_images\Kalika (Kavre)\download (5).jpeg,datasets/project_imgfold/project_images\Kalika (Kavre)\download.jpeg"
hotel,Kalika Temple,,,,"datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.1.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.10.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.2.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.3.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.4.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.5.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.6.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.7.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.8.jpeg,datasets/project_imgfold/project_images\Kalika Temple\Kalika Temple 1.9.jpeg"
hotel,Kalikot,,,,"datasets/project_imgfold/project_images\Kalikot\Kalikot 1.1.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.10.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.2.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.3.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.4.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.5.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.6.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.7.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.8.jpeg,datasets/project_imgfold/project_images\Kalikot\Kalikot 1.9.jpeg"
hotel,Kalikot Lesser Temples,,,,"datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.1.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.10.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.2.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.3.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.4.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.5.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.6.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.7.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.8.jpeg,datasets/project_imgfold/project_images\Kalikot Lesser Temples\Kalikot Lesser Temples 1.9.jpeg"
hotel,Kalinchowk Bhagawati Temple,,,,"datasets/project_imgfold/project_images\Kalinchowk Bhagawati Temple\download (1).jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagawati Temple\download (2).jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagawati Temple\download (3).jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagawati Temple\download (5).jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagawati Temple\download.jpeg"
hotel,Kalinchowk Bhagwati,,,,"datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.1.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.10.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.2.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.3.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.4.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.5.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.6.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.7.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.8.jpeg,datasets/project_imgfold/project_images\Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.9.jpeg"
hotel,Kalo Daha Mhane,,,,"datasets/project_imgfold/project_images\Kalo Daha Mhane\download (1).jpeg,datasets/project_imgfold/project_images\Kalo Daha Mhane\download (2).jpeg,datasets/project_imgfold/project_images\Kalo Daha Mhane\download (3).jpeg,datasets/project_imgfold/project_images\Kalo Daha Mhane\download (4).jpeg,datasets/project_imgfold/project_images\Kalo Daha Mhane\download.jpeg"
hotel,Kalyanpur Ghat,,,,"datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.1.jpeg,datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.2.jpeg,datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.3.jpeg,datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.4.jpeg,datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.5.jpeg,datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.6.jpeg,datasets/project_imgfold/project_images\Kalyanpur Ghat\Kalyanpur Ghat 1.7.jpeg"
hotel,Kamal Dah,,,,"datasets/project_imgfold/project_images\Kamal Dah\download (1).jpeg,datasets/project_imgfold/project_images\Kamal Dah\download (2).jpeg,datasets/project_imgfold/project_images\Kamal Dah\download (3).jpeg,datasets/project_imgfold/project_images\Kamal Dah\download (4).jpeg,datasets/project_imgfold/project_images\Kamal Dah\download.jpeg"
hotel,Kamal Pokhari,,,,"datasets/project_imgfold/project_images\Kamal Pokhari\download (1).jpeg,datasets/project_imgfold/project_images\Kamal Pokhari\download (2).jpeg,datasets/project_imgfold/project_images\Kamal Pokhari\download (3).jpeg,datasets/project_imgfold/project_images\Kamal Pokhari\download (5).jpeg,datasets/project_imgfold/project_images\Kamal Pokhari\download.jpeg"
hotel,Kamalamai,,,,"datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.1.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.10.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.2.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.3.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.4.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.5.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.6.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.7.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.8.jpeg,datasets/project_imgfold/project_images\Kamalamai\Kamalamai Temple 1.9.jpeg"
hotel,Kamalamai Temple,,,,"datasets/project_imgfold/project_images\Kamalamai Temple\download (1).jpeg,datasets/project_imgfold/project_images\Kamalamai Temple\download (2).jpeg,datasets/project_imgfold/project_images\Kamalamai Temple\download (5).jpeg,datasets/project_imgfold/project_images\Kamalamai Temple\download.jpeg,datasets/project_imgfold/project_images\Kamalamai Temple\images.jpeg"
hotel,Kamalpur,,,,"datasets/project_imgfold/project_images\Kamalpur\download (1).jpeg,datasets/project_imgfold/project_images\Kamalpur\download (2).jpeg,datasets/project_imgfold/project_images\Kamalpur\download (3).jpeg,datasets/project_imgfold/project_images\Kamalpur\download (5).jpeg,datasets/project_imgfold/project_images\Kamalpur\download.jpeg"
hotel,Kanchenjunga Base Camp Viewpoint,,,,"datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.1.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.10.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.2.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.3.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.4.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.5.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.6.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.7.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.8.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.9.jpeg"
hotel,Kanchenjunga Conservation Area,,,,"datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.1.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.10.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.2.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.3.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.4.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.5.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.6.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.7.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.8.jpeg,datasets/project_imgfold/project_images\Kanchenjunga Conservation Area\Kanchenjunga Conservation Area 1.9.jpeg"
hotel,Kande Hiun Chuli,,,,"datasets/project_imgfold/project_images\Kande Hiun Chuli\download (1).jpeg,datasets/project_imgfold/project_images\Kande Hiun Chuli\download (2).jpeg,datasets/project_imgfold/project_images\Kande Hiun Chuli\download (3).jpeg,datasets/project_imgfold/project_images\Kande Hiun Chuli\download (5).jpeg,datasets/project_imgfold/project_images\Kande Hiun Chuli\download.jpeg"
hotel,Kanjeralwa,,,,"datasets/project_imgfold/project_images\Kanjeralwa\download (1).jpeg,datasets/project_imgfold/project_images\Kanjeralwa\download (2).jpeg,datasets/project_imgfold/project_images\Kanjeralwa\download (3).jpeg,datasets/project_imgfold/project_images\Kanjeralwa\download (4).jpeg,datasets/project_imgfold/project_images\Kanjeralwa\download.jpeg"
hotel,Kanjiroba,,,,"datasets/project_imgfold/project_images\Kanjiroba\download (1).jpeg,datasets/project_imgfold/project_images\Kanjiroba\download (2).jpeg,datasets/project_imgfold/project_images\Kanjiroba\download (3).jpeg,datasets/project_imgfold/project_images\Kanjiroba\download (4).jpeg,datasets/project_imgfold/project_images\Kanjiroba\download.jpeg"
hotel,Kankre Bihar,,,,"datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.1.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.10.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.2.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.3.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.4.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.5.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.6.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.7.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.8.jpeg,datasets/project_imgfold/project_images\Kankre Bihar\Kankre Bihar 1.9.jpeg"
